id	doc	severity	class	provenance	witness	owner_gated	module	patterns	owner_decision	readme_top	phase	lane	title	disposition	ruling	sha	note
envelopes-b-12	documentation	low	documentation	verified		no	The instruments: the envelopes (tests/meter.rs)	documentation: Ghost references to deleted code and retired conventions | documentation: Measured readings and history at declaration sites | documentation: Relative-time words and history narration			P4		"Past-tense and provenance narration at three sites: a bracketed uncommitted demonstration, a `//` provenance block under a `///` doc, and ""the old"" check"	open			
envelopes-b-24	documentation	nit	(table)				The instruments: the envelopes (tests/meter.rs)	documentation: One argument written several times			P4		The width-circulation header restates the file doc's two-genre paragraph	open			
envelopes-b-27	documentation	high	documentation	verified		no	The instruments: the envelopes (tests/meter.rs)	documentation: Ghost references to deleted code and retired conventions			P4		`span_shares_the_crossing_folds` documents a limb leg the body does not have and narrates its removal	fix	71		
envelopes-b-29	documentation	nit	(table)				The instruments: the envelopes (tests/meter.rs)				P6	harness	"`span_decode_shares_the_second_payload_decode`'s doc says the gap is ""exactly"" one check per leaf delta; the test asserts only `>=`"	open			
envelopes-b-3	documentation	low	documentation	verified		no	The instruments: the envelopes (tests/meter.rs)	"documentation: ""mint"" for constructing a value | documentation: Em-dashes in `//` comments | documentation: Moralized code and register transplants | documentation: Vocabulary without an anchor"			P3		Coined labels and register transplants: `GREEN PIN`, `mandate`, `mint`, two senses of `genre`, moralized and economic vocabulary	open			
envelopes-b-30	documentation	nit	(table)				The instruments: the envelopes (tests/meter.rs)				P6	harness	`distinct_buffers_keep_the_walked_paths_covered`'s doc lists operations the body does not exercise	open			
envelopes-b-6	documentation	low	documentation	verified		no	The instruments: the envelopes (tests/meter.rs)				P6	harness	The fork row's docs contradict each other on whether a cost record exists, and name no instrument for the split's spine walk	open			
envelopes-b-9	documentation	nit	(table)				The instruments: the envelopes (tests/meter.rs)				P6	harness	"The ""expansion rows"" header sits above the hole and masked rows it does not describe"	open			
prose-hygiene-1	documentation	medium	documentation	verified		no	The instruments: the envelopes (tests/meter.rs)	claims: The hard-guarantee sentence and the meter header, reconciled | documentation: Prose from before the flag day			P2		tests/meter.rs narrates the pre-skyline recursive, quadratic implementation as the present	fix	45		
prose-hygiene-14	documentation	nit	(table)				The instruments: the envelopes (tests/meter.rs)				P6	harness	"""improvement tripwire"" names the benign trigger, not the failure the floor detects"	open			
meter-registry-tier2-1	documentation	low	documentation	verified		no	The instruments: the family registry and tier2	"documentation: ""mint"" for constructing a value | documentation: Moralized code and register transplants"			P3		"Vocabulary tells in the registry prose: ""mint"" for construction, ""earns"", ""sentinel"", ""honest"", ""luck"", ""mandate"", ""tombstone"""	open			
meter-registry-tier2-14	documentation	high	documentation	verified		no	The instruments: the family registry and tier2	claims: Flag-day residue in cost prose | documentation: Prose from before the flag day | documentation: Relative-time words and history narration	50	13	P4		"`tier2.rs` describes the stored coding as a candidate and the deleted construction-language coding as ""today's""; the `Tier2Size` formula is wrong against `encoded_bits`"	open			
meter-registry-tier2-2	documentation	nit	(table)				The instruments: the family registry and tier2				P6	board	The module doc calls the band-to-family link compiler-checked; the compiler checks only band-to-Shape	open			
meter-registry-tier2-21	documentation	low	documentation	verified		no	The instruments: the family registry and tier2				P6	board	`grid_version::build` recurses on depth outside the `recurse.rs` inventory of test-local recursive witnesses	open			
meter-registry-tier2-4	documentation	nit	(table)				The instruments: the family registry and tier2				P6	board	Shape notation letters collide: B, F, W, A each name two shapes	open			
meter-registry-tier2-5	documentation	nit	(table)				The instruments: the family registry and tier2				P6	board	`wrong_door` points at the variant doc instead of naming the accessor; the door argument is stated twice	open			
meter-registry-tier2-6	documentation	low	documentation	verified		no	The instruments: the family registry and tier2	documentation: Hand-maintained counts and rosters | documentation: Measured readings and history at declaration sites			P4		Measured tripwire readings (×1.50, ×1.74) and a constant's value are restated in family docs	open			
prose-hygiene-7	documentation	low	documentation	verified		yes	The instruments: the family registry and tier2	documentation: Measured readings and history at declaration sites	47		P4		Ruling dates embedded as code data, consumed only by a date-shape check	open			
clippy-pedantic-6	documentation	nit	(table)				The instruments: the surface roster (surface.rs, surface_coverage, surfacecheck, surface-scan)				P6	surface	Six items whose first doc paragraph runs three to four lines, so the module listing shows a block instead of a name	open			
surface-roster-15	documentation	low	documentation	verified		no	The instruments: the surface roster (surface.rs, surface_coverage, surfacecheck, surface-scan)	documentation: Vocabulary without an anchor			P3		`d1_seeds_stay_committed` carries an opaque prefix defined nowhere	open			
surface-roster-16	documentation	low	documentation	verified		no	The instruments: the surface roster (surface.rs, surface_coverage, surfacecheck, surface-scan)		69		P4		The validation index promises every guarding instrument and omits surfacecheck, citecheck, and the two hidden-surface pins	fix-amended	63		
surface-roster-2	documentation	low	documentation	verified		no	The instruments: the surface roster (surface.rs, surface_coverage, surfacecheck, surface-scan)	documentation: Hand-maintained counts and rosters | documentation: One argument written several times			P4		The roster's module doc states the meter-feature fact three times, the surface-totality paragraph recurs at four sites, and two counts are hand-maintained	open			
surface-roster-20	documentation	high	documentation	verified		no	The instruments: the surface roster (surface.rs, surface_coverage, surfacecheck, surface-scan)	documentation: Ghost references to deleted code and retired conventions | documentation: Relative-time words and history narration		14	P4		"Ghost and temporal references: a deleted API name in a doc example, a pointer to a note that does not exist, a scan that no longer exists, and ""none at this tip"""	fix	71		
surface-roster-25	documentation	nit	(table)				The instruments: the surface roster (surface.rs, surface_coverage, surfacecheck, surface-scan)	documentation: Moralized code and register transplants | documentation: Vocabulary without an anchor			P3		"Metaphors promoted to jargon without an anchor: ""jaw""/""pincer"", ""honest reading"", ""earns"", ""the seal"", ""keystone"", ""a real roster row"""	open			
surface-roster-27	documentation	nit	(table)				The instruments: the surface roster (surface.rs, surface_coverage, surfacecheck, surface-scan)				P6	surface	The clean-sweep census line mixes item counts with exception-entry counts, so its arithmetic identity does not hold	open			
module-graph-11	documentation	low	documentation	assessed		no	The instruments: the test harness (testing/: bridge, semantic oracle, exhaustive, algebraic laws, validation index, diff_ops, generators, compactness, asymptotics, fuelscape islands)		69		P4		The validation index and the whole `testing` tree are invisible to both rustdoc passes	fix-amended	63		
recursion-2	documentation	low	documentation	verified		no	The instruments: the test harness (testing/: bridge, semantic oracle, exhaustive, algebraic laws, validation index, diff_ops, generators, compactness, asymptotics, fuelscape islands)				P6	harness	Bridge id walks are unguarded; ev walks pass depth 0 to descend!, defeating its amortization	open			
suite-economics-5	documentation	low	documentation	verified		no	The instruments: the test harness (testing/: bridge, semantic oracle, exhaustive, algebraic laws, validation index, diff_ops, generators, compactness, asymptotics, fuelscape islands)	documentation: Measured readings and history at declaration sites			P4		Wall-time claims and measurement narratives in test prose are unenforced, and exhaustive_small's is contradicted by an order of magnitude	open			
