id	doc	severity	class	provenance	owner_gated	module	patterns	owner_decision	readme_top	phase	lane	title	disposition	ruling	sha	note
streaming-backend-window-6	documentation	low	documentation	assessed	no	Streaming backend and window				P5	streaming	`Root<B>::max_version_bytes` narrates the in-memory backend's memoization at a backend-generic accessor	open			
streaming-backend-window-7	documentation	nit	(table)			Streaming backend and window	documentation: Em-dashes in line comments and assert strings			P3		Em-dashes in `//` comments.	fix	T48		
prose-hygiene-4	documentation	low	documentation	verified	no	Streaming tests (src/tree/mirror/streaming/tests)	documentation: Roster tags and process narrative cited from code			P4		Formal-effort roster tags with no Lean home cited from streaming tests and the progress checker	open			
streaming-tests-1	documentation	low	documentation	assessed	no	Streaming tests (src/tree/mirror/streaming/tests)	documentation: Hand-maintained counts, tallies, and measurements | documentation: Missing module docs and undocumented public items			P4		The tests.rs module doc maps three of its eight submodules	open			
streaming-tests-10	documentation	nit	(table)			Streaming tests (src/tree/mirror/streaming/tests)				P5	tree	"The reply capture at `Work::respond` is called a ""wire transcript""; on a link, frame counts depend on payload size."	open			
streaming-tests-13	documentation	low	documentation	assessed	no	Streaming tests (src/tree/mirror/streaming/tests)				P5	tree	Two testdocs understate or mislabel what their bodies check	open			
streaming-tests-27	documentation	medium	documentation	verified	no	Streaming tests (src/tree/mirror/streaming/tests)	documentation: Incident narrative and dated rationale at the declaration site			P4		The wedge.rs module doc cites seed-file paths that do not exist, inside a decision-history paragraph	open			
streaming-tests-5	documentation	medium	documentation	verified	no	Streaming tests (src/tree/mirror/streaming/tests)	documentation: Residue of the V1 retirement (368da2a5)			P4		Two doc comments in tests.rs describe code that no longer exists	open			
streaming-tests-8	documentation	medium	documentation	verified	no	Streaming tests (src/tree/mirror/streaming/tests)	documentation: Metaphors promoted to jargon | documentation: Moralized vocabulary colliding with the model of record | documentation: Roster tags and process narrative cited from code			P3		Campaign roster IDs and default-dialect vocabulary in the bridge and probe docs	fix	T49		
streaming-tests-9	documentation	low	documentation	verified	no	Streaming tests (src/tree/mirror/streaming/tests)	documentation: Incident narrative and dated rationale at the declaration site			P4		The announced.rs module doc records a build-time observation as narrative	open			
testing-infra-1	documentation	nit	(table)			Test scaffolding (src/testing, src/tests)	documentation: Public rustdoc that names what the API does not reach			P4		"Rustdoc cites consumers by file path; two divergent acceptors are called ""duplicated""."	open			
testing-infra-15	documentation	low	documentation	verified	no	Test scaffolding (src/testing, src/tests)	documentation: Hand-maintained counts, tallies, and measurements | documentation: Missing module docs and undocumented public items			P4		The `src/tests.rs` module doc describes only the party tests	open			
testing-infra-16	documentation	medium	documentation	verified	no	Test scaffolding (src/testing, src/tests)	documentation: Residue of the wire respellings			P4		`PREAMBLE_LEN` and `greeting_frame_len` docs describe wire shapes that no longer exist	open			
testing-infra-6	documentation	low	documentation	verified	no	Test scaffolding (src/testing, src/tests)	documentation: Metaphors promoted to jargon | documentation: Moralized vocabulary colliding with the model of record			P3		"Prose tells across the partition, including an off-model ""malicious"" and a `Side` doc bound to one retired topology"	fix	T49		
testing-infra-7	documentation	nit	(table)			Test scaffolding (src/testing, src/tests)				P5	harness	Diagnostics misname their cause (`Full` and `Closed` share one message); `LISTEN_BACKLOG` has no witness.	open			
module-graph-16	documentation	low	documentation	verified	no	Tree core	documentation: Residue of the V1 retirement (368da2a5)			P4		Both recorded visibility rationales have drifted from the code	open			
suite-economics-3	documentation	medium	documentation	assessed	no	Tree core	documentation: Hand-maintained counts, tallies, and measurements | performance: Performance claims in prose with no committed instrument	66		P4		"""the winning window is attempt 1581"" is a hand-maintained number the SHA3 swap left behind"	fix	T112		
tree-core-1	documentation	medium	documentation	verified	no	Tree core	documentation: Residue of the V1 retirement (368da2a5)			P4		Three module docs say the wire mirror delegates deletion honoring to `traverse::unknown`; the mirror has its own filter, pinned differentially	open			
tree-core-10	documentation	low	documentation	verified	no	Tree core	documentation: Hand-maintained counts, tallies, and measurements | performance: Performance claims in prose with no committed instrument			P4		"`act`'s rustdoc states a measured ""2-3x"" that no committed bench produces"	open			
tree-core-11	documentation	medium	documentation	assessed	no	Tree core				P5	tree	"The leaf-level contract prose does not match `Act for Z`: the ""morally associative"" version clause, the observer's ""once per effectual action"", and the `# Panics` reach"	open			
tree-core-12	documentation	nit	(table)			Tree core	documentation: Metaphors promoted to jargon | documentation: Moralized vocabulary colliding with the model of record | documentation: The illumos lint-allow rationale in nine copies			P3		"""honest"" for trees, ticks, an iterator, a simulation, and a lint; intensifier ""real""/""genuinely""; ""seam"", ""cashed out"", ""priced""."	fix	T49		
tree-core-13	documentation	low	documentation	assessed	no	Tree core				P5	tree	`act`'s body comments are fragmented and partly redundant, and both `Action::Insert` docs misstate where the version comes from	open			
tree-core-15	documentation	nit	(table)			Tree core	documentation: Em-dashes in line comments and assert strings			P3		Em-dashes in `//` comments.	fix	T48		
tree-core-16	documentation	medium	documentation	verified	no	Tree core				P5	tree	"`react`'s atomicity comment attributes its mid-walk destructor source to a ""wire-apply path"" that does not exist"	open			
tree-core-17	documentation	nit	(table)			Tree core				P5	tree	"""proves the defense total"" attributes to a fuse what the commit-point structure provides."	open			
tree-core-18	documentation	low	documentation	verified	no	Tree core	documentation: Residue of the wire respellings			P4		Two `tests.rs` helper docs state preconditions that are false: `distinct_bytes` buys no path distinctness, and `idx` handles no generated strings	open			
tree-core-20	documentation	nit	(table)			Tree core	documentation: Metaphors promoted to jargon			P3		`span_door_traffic`'s first sentence leans on `before`-internal metaphors (door, rung, pair hull, fringe) with no definition or link.	fix	T49		
tree-core-21	documentation	low	documentation	verified	no	Tree core	documentation: Incident narrative and dated rationale at the declaration site			P4		Generator docs in `arb.rs` narrate the streaming-deadlock incident instead of stating the geometry	open			
tree-core-23	documentation	medium	documentation	verified	no	Tree core	documentation: Residue of the wire respellings			P4		`arb.rs` describes paths as content-addressed and as functions of `(version, payload)`; the tree is version-addressed	open			
tree-core-24	documentation	medium	documentation	verified	no	Tree core	documentation: Hand-maintained counts, tallies, and measurements | performance: Performance claims in prose with no committed instrument	66		P4		"`ATTEMPTS`'s doc hand-maintains ""the winning window is attempt 1581"", which the SHA3 swap did not re-derive, and calls the `unreachable!` an assert"	fix	T112		
tree-core-26	documentation	low	documentation	verified	no	Tree core	documentation: Residue of the V1 retirement (368da2a5)			P4		"Ghosts of the retired V1 mirror in `traverse.rs`, `join.rs`, and `tree.rs`: `Levels`, the zipper, a ""free function"" claim `unknown` does not meet, and a trio that names `mirror`"	open			
tree-core-32	documentation	low	documentation	verified	no	Tree core				P5	tree	"Collision detection is attributed to ""`react`'s occupied-path arms"" and called ""ingestion""; the check lives in `Act for Z`, and ""ingestion"" already means the wire"	open			
